lat,lon,time,analysed_sst
37.125,355.625,1239796800,
37.125,355.875,1239796800,
37.125,356.125,1239796800,
37.125,356.375,1239796800,
37.125,356.625,1239796800,
37.125,356.875,1239796800,
37.125,357.125,1239796800,
37.125,357.375,1239796800,
37.125,357.625,1239796800,
37.125,357.875,1239796800,
37.125,358.125,1239796800,289.72998
37.125,358.375,1239796800,289.81
37.125,358.625,1239796800,289.84
37.125,358.875,1239796800,289.82
37.125,359.125,1239796800,289.82
37.125,359.375,1239796800,289.84
37.125,359.625,1239796800,289.84
37.125,359.875,1239796800,289.8
37.375,344.875,1239796800,289.9
37.375,345.125,1239796800,289.8
37.375,345.375,1239796800,289.74
37.375,345.625,1239796800,289.65
37.375,345.875,1239796800,289.59
37.375,346.125,1239796800,289.59
37.375,346.375,1239796800,289.66998
37.375,346.625,1239796800,289.74
37.375,346.875,1239796800,289.78
37.375,347.125,1239796800,289.71
37.375,347.375,1239796800,289.61
37.375,347.625,1239796800,289.56
37.375,347.875,1239796800,289.55
37.375,348.125,1239796800,289.57
37.375,348.375,1239796800,289.61
37.375,348.625,1239796800,289.65
37.375,348.875,1239796800,289.75
37.375,349.125,1239796800,289.9
37.375,349.375,1239796800,290.07
37.375,349.625,1239796800,290.05
37.375,349.875,1239796800,289.97
37.375,350.125,1239796800,289.86
37.375,350.375,1239796800,289.62
37.375,350.625,1239796800,289.33
37.375,350.875,1239796800,289.0
37.375,351.125,1239796800,288.86
37.375,351.375,1239796800,
37.375,351.625,1239796800,
37.375,351.875,1239796800,
37.375,352.125,1239796800,
37.375,352.375,1239796800,
37.375,352.625,1239796800,
37.375,352.875,1239796800,
37.375,353.125,1239796800,
37.375,353.375,1239796800,
37.375,353.625,1239796800,
37.375,353.875,1239796800,
37.375,354.125,1239796800,
37.375,354.375,1239796800,
37.375,354.625,1239796800,
37.375,354.875,1239796800,
37.375,355.125,1239796800,
37.375,355.375,1239796800,
37.375,355.625,1239796800,
37.375,355.875,1239796800,
37.375,356.125,1239796800,
37.375,356.375,1239796800,
37.375,356.625,1239796800,
37.375,356.875,1239796800,
37.375,357.125,1239796800,
37.375,357.375,1239796800,
37.375,357.625,1239796800,
37.375,357.875,1239796800,
37.375,358.125,1239796800,
37.375,358.375,1239796800,289.88998
37.375,358.625,1239796800,289.88
37.375,358.875,1239796800,289.83
37.375,359.125,1239796800,289.75
37.375,359.375,1239796800,289.74
37.375,359.625,1239796800,289.78998
37.375,359.875,1239796800,289.75998
37.625,344.875,1239796800,289.78
37.625,345.125,1239796800,289.61
37.625,345.375,1239796800,289.47
37.625,345.625,1239796800,289.41998
37.625,345.875,1239796800,289.41998
37.625,346.125,1239796800,289.47998
37.625,346.375,1239796800,289.59
37.625,346.625,1239796800,289.61
37.625,346.875,1239796800,289.57
37.625,347.125,1239796800,289.47
37.625,347.375,1239796800,289.41
37.625,347.625,1239796800,289.4
37.625,347.875,1239796800,289.38
37.625,348.125,1239796800,289.43
37.625,348.375,1239796800,289.52
37.625,348.625,1239796800,289.6
37.625,348.875,1239796800,289.69
37.625,349.125,1239796800,289.84
37.625,349.375,1239796800,289.88998
37.625,349.625,1239796800,289.74
37.625,349.875,1239796800,289.59
37.625,350.125,1239796800,289.53998
37.625,350.375,1239796800,289.44
37.625,350.625,1239796800,289.13
37.625,350.875,1239796800,288.85
37.625,351.125,1239796800,288.69998
37.625,351.375,1239796800,
37.625,351.625,1239796800,
37.625,351.875,1239796800,
37.625,352.125,1239796800,
37.625,352.375,1239796800,
37.625,352.625,1239796800,
37.625,352.875,1239796800,
37.625,353.125,1239796800,
37.625,353.375,1239796800,
37.625,353.625,1239796800,
37.625,353.875,1239796800,
37.625,354.125,1239796800,
37.625,354.375,1239796800,
37.625,354.625,1239796800,
37.625,354.875,1239796800,
37.625,355.125,1239796800,
37.625,355.375,1239796800,
37.625,355.625,1239796800,
37.625,355.875,1239796800,
37.625,356.125,1239796800,
37.625,356.375,1239796800,
37.625,356.625,1239796800,
37.625,356.875,1239796800,
37.625,357.125,1239796800,
37.625,357.375,1239796800,
37.625,357.625,1239796800,
37.625,357.875,1239796800,
37.625,358.125,1239796800,
37.625,358.375,1239796800,
37.625,358.625,1239796800,289.97998
37.625,358.875,1239796800,289.85
37.625,359.125,1239796800,289.88998
37.625,359.375,1239796800,289.72
37.625,359.625,1239796800,289.68
37.625,359.875,1239796800,289.69
37.875,344.875,1239796800,289.74
37.875,345.125,1239796800,289.53998
37.875,345.375,1239796800,289.38
37.875,345.625,1239796800,289.36
37.875,345.875,1239796800,289.37
37.875,346.125,1239796800,289.44
37.875,346.375,1239796800,289.5
37.875,346.625,1239796800,289.41
37.875,346.875,1239796800,289.35
37.875,347.125,1239796800,289.3
37.875,347.375,1239796800,289.25998
37.875,347.625,1239796800,289.25998
37.875,347.875,1239796800,289.24
37.875,348.125,1239796800,289.28998
37.875,348.375,1239796800,289.4
37.875,348.625,1239796800,289.58
37.875,348.875,1239796800,289.66998
37.875,349.125,1239796800,289.68
37.875,349.375,1239796800,289.5
37.875,349.625,1239796800,289.4
37.875,349.875,1239796800,289.41
37.875,350.125,1239796800,289.38998
37.875,350.375,1239796800,289.25
37.875,350.625,1239796800,289.08
37.875,350.875,1239796800,288.78
37.875,351.125,1239796800,288.56
37.875,351.375,1239796800,
37.875,351.625,1239796800,
37.875,351.875,1239796800,
37.875,352.125,1239796800,
37.875,352.375,1239796800,
37.875,352.625,1239796800,
37.875,352.875,1239796800,
37.875,353.125,1239796800,
37.875,353.375,1239796800,
37.875,353.625,1239796800,
37.875,353.875,1239796800,
37.875,354.125,1239796800,
37.875,354.375,1239796800,
37.875,354.625,1239796800,
37.875,354.875,1239796800,
37.875,355.125,1239796800,
37.875,355.375,1239796800,
37.875,355.625,1239796800,
37.875,355.875,1239796800,
37.875,356.125,1239796800,
37.875,356.375,1239796800,
37.875,356.625,1239796800,
37.875,356.875,1239796800,
37.875,357.125,1239796800,
37.875,357.375,1239796800,
37.875,357.625,1239796800,
37.875,357.875,1239796800,
37.875,358.125,1239796800,
37.875,358.375,1239796800,
37.875,358.625,1239796800,
37.875,358.875,1239796800,
37.875,359.125,1239796800,290.47998
37.875,359.375,1239796800,289.85
37.875,359.625,1239796800,289.69998
37.875,359.875,1239796800,289.72998
38.125,344.875,1239796800,289.68
38.125,345.125,1239796800,289.53998
38.125,345.375,1239796800,289.4
38.125,345.625,1239796800,289.33
38.125,345.875,1239796800,289.33
38.125,346.125,1239796800,289.38998
38.125,346.375,1239796800,289.4
38.125,346.625,1239796800,289.34
38.125,346.875,1239796800,289.31
38.125,347.125,1239796800,289.25
38.125,347.375,1239796800,289.21
38.125,347.625,1239796800,289.18
38.125,347.875,1239796800,289.13998
38.125,348.125,1239796800,289.19998
38.125,348.375,1239796800,289.37
38.125,348.625,1239796800,289.6
38.125,348.875,1239796800,289.68
38.125,349.125,1239796800,289.58
38.125,349.375,1239796800,289.37
38.125,349.625,1239796800,289.25
38.125,349.875,1239796800,289.24
38.125,350.125,1239796800,289.24
38.125,350.375,1239796800,289.16
38.125,350.625,1239796800,289.13998
38.125,350.875,1239796800,288.94
38.125,351.125,1239796800,288.69998
38.125,351.375,1239796800,
38.125,351.625,1239796800,
38.125,351.875,1239796800,
38.125,352.125,1239796800,
38.125,352.375,1239796800,
38.125,352.625,1239796800,
38.125,352.875,1239796800,
38.125,353.125,1239796800,
38.125,353.375,1239796800,
38.125,353.625,1239796800,
38.125,353.875,1239796800,
38.125,354.125,1239796800,
38.125,354.375,1239796800,
38.125,354.625,1239796800,
38.125,354.875,1239796800,
38.125,355.125,1239796800,
38.125,355.375,1239796800,
38.125,355.625,1239796800,
38.125,355.875,1239796800,
38.125,356.125,1239796800,
38.125,356.375,1239796800,
38.125,356.625,1239796800,
38.125,356.875,1239796800,
38.125,357.125,1239796800,
38.125,357.375,1239796800,
38.125,357.625,1239796800,
38.125,357.875,1239796800,
38.125,358.125,1239796800,
38.125,358.375,1239796800,
38.125,358.625,1239796800,
38.125,358.875,1239796800,
38.125,359.125,1239796800,
38.125,359.375,1239796800,289.97998
38.125,359.625,1239796800,289.84
38.125,359.875,1239796800,289.75
38.375,344.875,1239796800,289.58
38.375,345.125,1239796800,289.53
38.375,345.375,1239796800,289.44
38.375,345.625,1239796800,289.31
38.375,345.875,1239796800,289.25
38.375,346.125,1239796800,289.28998
38.375,346.375,1239796800,289.33
38.375,346.625,1239796800,289.32
38.375,346.875,1239796800,289.28
38.375,347.125,1239796800,289.24
38.375,347.375,1239796800,289.19998
38.375,347.625,1239796800,289.16998
38.375,347.875,1239796800,289.16
38.375,348.125,1239796800,289.13998
38.375,348.375,1239796800,289.19
38.375,348.625,1239796800,289.36
38.375,348.875,1239796800,289.6
38.375,349.125,1239796800,289.61
38.375,349.375,1239796800,289.38
38.375,349.625,1239796800,289.19998
38.375,349.875,1239796800,289.03
38.375,350.125,1239796800,289.0
38.375,350.375,1239796800,288.88
38.375,350.625,1239796800,288.74
38.375,350.875,1239796800,288.66
38.375,351.125,1239796800,288.96
38.375,351.375,1239796800,289.53
38.375,351.625,1239796800,
38.375,351.875,1239796800,
38.375,352.125,1239796800,
38.375,352.375,1239796800,
38.375,352.625,1239796800,
38.375,352.875,1239796800,
38.375,353.125,1239796800,
38.375,353.375,1239796800,
38.375,353.625,1239796800,
38.375,353.875,1239796800,
38.375,354.125,1239796800,
38.375,354.375,1239796800,
38.375,354.625,1239796800,
38.375,354.875,1239796800,
38.375,355.125,1239796800,
38.375,355.375,1239796800,
38.375,355.625,1239796800,
38.375,355.875,1239796800,
38.375,356.125,1239796800,
38.375,356.375,1239796800,
38.375,356.625,1239796800,
38.375,356.875,1239796800,
38.375,357.125,1239796800,
38.375,357.375,1239796800,
38.375,357.625,1239796800,
38.375,357.875,1239796800,
38.375,358.125,1239796800,
38.375,358.375,1239796800,
38.375,358.625,1239796800,
38.375,358.875,1239796800,
38.375,359.125,1239796800,
38.375,359.375,1239796800,290.02
38.375,359.625,1239796800,289.8
38.375,359.875,1239796800,289.66998
38.625,344.875,1239796800,289.47
38.625,345.125,1239796800,289.38998
38.625,345.375,1239796800,289.31
38.625,345.625,1239796800,289.18
38.625,345.875,1239796800,289.11
38.625,346.125,1239796800,289.09
38.625,346.375,1239796800,289.1
38.625,346.625,1239796800,289.13
38.625,346.875,1239796800,289.13998
38.625,347.125,1239796800,289.13998
38.625,347.375,1239796800,289.06
38.625,347.625,1239796800,289.0
38.625,347.875,1239796800,289.0
38.625,348.125,1239796800,288.94998
38.625,348.375,1239796800,288.93
38.625,348.625,1239796800,288.97998
38.625,348.875,1239796800,289.1
38.625,349.125,1239796800,289.28
38.625,349.375,1239796800,289.3
38.625,349.625,1239796800,289.21
38.625,349.875,1239796800,288.94
38.625,350.125,1239796800,288.69998
38.625,350.375,1239796800,288.55
38.625,350.625,1239796800,288.56
38.625,350.875,1239796800,289.07
38.625,351.125,1239796800,289.56
38.625,351.375,1239796800,
38.625,351.625,1239796800,
38.625,351.875,1239796800,
38.625,352.125,1239796800,
38.625,352.375,1239796800,
38.625,352.625,1239796800,
38.625,352.875,1239796800,
38.625,353.125,1239796800,
38.625,353.375,1239796800,
38.625,353.625,1239796800,
38.625,353.875,1239796800,
38.625,354.125,1239796800,
38.625,354.375,1239796800,
38.625,354.625,1239796800,
38.625,354.875,1239796800,
38.625,355.125,1239796800,
38.625,355.375,1239796800,
38.625,355.625,1239796800,
38.625,355.875,1239796800,
38.625,356.125,1239796800,
38.625,356.375,1239796800,
38.625,356.625,1239796800,
38.625,356.875,1239796800,
38.625,357.125,1239796800,
38.625,357.375,1239796800,
38.625,357.625,1239796800,
38.625,357.875,1239796800,
38.625,358.125,1239796800,
38.625,358.375,1239796800,
38.625,358.625,1239796800,
38.625,358.875,1239796800,
38.625,359.125,1239796800,
38.625,359.375,1239796800,
38.625,359.625,1239796800,
38.625,359.875,1239796800,289.53998
38.875,344.875,1239796800,289.19998
38.875,345.125,1239796800,289.19
38.875,345.375,1239796800,289.08
38.875,345.625,1239796800,288.96
38.875,345.875,1239796800,288.9
38.875,346.125,1239796800,288.9
38.875,346.375,1239796800,288.96
38.875,346.625,1239796800,288.99
38.875,346.875,1239796800,289.00998
38.875,347.125,1239796800,288.99
38.875,347.375,1239796800,288.9
38.875,347.625,1239796800,288.82
38.875,347.875,1239796800,288.8
38.875,348.125,1239796800,288.82
38.875,348.375,1239796800,288.84
38.875,348.625,1239796800,288.82
38.875,348.875,1239796800,288.86
38.875,349.125,1239796800,289.00998
38.875,349.375,1239796800,289.13998
38.875,349.625,1239796800,289.13998
38.875,349.875,1239796800,288.81
38.875,350.125,1239796800,288.41
38.875,350.375,1239796800,288.31
38.875,350.625,1239796800,288.16998
38.875,350.875,1239796800,289.58
38.875,351.125,1239796800,289.63998
38.875,351.375,1239796800,
38.875,351.625,1239796800,
38.875,351.875,1239796800,
38.875,352.125,1239796800,
38.875,352.375,1239796800,
38.875,352.625,1239796800,
38.875,352.875,1239796800,
38.875,353.125,1239796800,
38.875,353.375,1239796800,
38.875,353.625,1239796800,
38.875,353.875,1239796800,
38.875,354.125,1239796800,
38.875,354.375,1239796800,
38.875,354.625,1239796800,
38.875,354.875,1239796800,
38.875,355.125,1239796800,
38.875,355.375,1239796800,
38.875,355.625,1239796800,
38.875,355.875,1239796800,
38.875,356.125,1239796800,
38.875,356.375,1239796800,
38.875,356.625,1239796800,
38.875,356.875,1239796800,
38.875,357.125,1239796800,
38.875,357.375,1239796800,
38.875,357.625,1239796800,
38.875,357.875,1239796800,
38.875,358.125,1239796800,
38.875,358.375,1239796800,
38.875,358.625,1239796800,
38.875,358.875,1239796800,
38.875,359.125,1239796800,
38.875,359.375,1239796800,
38.875,359.625,1239796800,
38.875,359.875,1239796800,289.25
39.125,344.875,1239796800,288.85
39.125,345.125,1239796800,288.91998
39.125,345.375,1239796800,288.85
39.125,345.625,1239796800,288.83
39.125,345.875,1239796800,288.83
39.125,346.125,1239796800,288.87
39.125,346.375,1239796800,288.96
39.125,346.625,1239796800,288.97998
39.125,346.875,1239796800,288.96
39.125,347.125,1239796800,288.91998
39.125,347.375,1239796800,288.8
39.125,347.625,1239796800,288.66
39.125,347.875,1239796800,288.65
39.125,348.125,1239796800,288.72998
39.125,348.375,1239796800,288.83
39.125,348.625,1239796800,288.86
39.125,348.875,1239796800,288.88998
39.125,349.125,1239796800,288.93
39.125,349.375,1239796800,288.97
39.125,349.625,1239796800,288.91998
39.125,349.875,1239796800,288.68
39.125,350.125,1239796800,288.41998
39.125,350.375,1239796800,288.28998
39.125,350.625,1239796800,288.19
39.125,350.875,1239796800,
39.125,351.125,1239796800,
39.125,351.375,1239796800,
39.125,351.625,1239796800,
39.125,351.875,1239796800,
39.125,352.125,1239796800,
39.125,352.375,1239796800,
39.125,352.625,1239796800,
39.125,352.875,1239796800,
39.125,353.125,1239796800,
39.125,353.375,1239796800,
39.125,353.625,1239796800,
39.125,353.875,1239796800,
39.125,354.125,1239796800,
39.125,354.375,1239796800,
39.125,354.625,1239796800,
39.125,354.875,1239796800,
39.125,355.125,1239796800,
39.125,355.375,1239796800,
39.125,355.625,1239796800,
39.125,355.875,1239796800,
39.125,356.125,1239796800,
39.125,356.375,1239796800,
39.125,356.625,1239796800,
39.125,356.875,1239796800,
39.125,357.125,1239796800,
39.125,357.375,1239796800,
39.125,357.625,1239796800,
39.125,357.875,1239796800,
39.125,358.125,1239796800,
39.125,358.375,1239796800,
39.125,358.625,1239796800,
39.125,358.875,1239796800,
39.125,359.125,1239796800,
39.125,359.375,1239796800,
39.125,359.625,1239796800,
39.125,359.875,1239796800,289.44
39.375,344.875,1239796800,288.68
39.375,345.125,1239796800,288.75
39.375,345.375,1239796800,288.69998
39.375,345.625,1239796800,288.74
39.375,345.875,1239796800,288.8
39.375,346.125,1239796800,288.85
39.375,346.375,1239796800,288.91998
39.375,346.625,1239796800,288.94998
39.375,346.875,1239796800,288.91998
39.375,347.125,1239796800,288.83
39.375,347.375,1239796800,288.68
39.375,347.625,1239796800,288.55
39.375,347.875,1239796800,288.55
39.375,348.125,1239796800,288.62
39.375,348.375,1239796800,288.72998
39.375,348.625,1239796800,288.85
39.375,348.875,1239796800,288.91
39.375,349.125,1239796800,288.9
39.375,349.375,1239796800,288.83
39.375,349.625,1239796800,288.72998
39.375,349.875,1239796800,288.63
39.375,350.125,1239796800,288.49
39.375,350.375,1239796800,288.25998
39.375,350.625,1239796800,288.16
39.375,350.875,1239796800,288.09
39.375,351.125,1239796800,
39.375,351.375,1239796800,
39.375,351.625,1239796800,
39.375,351.875,1239796800,
39.375,352.125,1239796800,
39.375,352.375,1239796800,
39.375,352.625,1239796800,
39.375,352.875,1239796800,
39.375,353.125,1239796800,
39.375,353.375,1239796800,
39.375,353.625,1239796800,
39.375,353.875,1239796800,
39.375,354.125,1239796800,
39.375,354.375,1239796800,
39.375,354.625,1239796800,
39.375,354.875,1239796800,
39.375,355.125,1239796800,
39.375,355.375,1239796800,
39.375,355.625,1239796800,
39.375,355.875,1239796800,
39.375,356.125,1239796800,
39.375,356.375,1239796800,
39.375,356.625,1239796800,
39.375,356.875,1239796800,
39.375,357.125,1239796800,
39.375,357.375,1239796800,
39.375,357.625,1239796800,
39.375,357.875,1239796800,
39.375,358.125,1239796800,
39.375,358.375,1239796800,
39.375,358.625,1239796800,
39.375,358.875,1239796800,
39.375,359.125,1239796800,
39.375,359.375,1239796800,
39.375,359.625,1239796800,289.58
39.375,359.875,1239796800,289.38
39.625,344.875,1239796800,288.59
39.625,345.125,1239796800,288.6
39.625,345.375,1239796800,288.61
39.625,345.625,1239796800,288.62
39.625,345.875,1239796800,288.65
39.625,346.125,1239796800,288.71
39.625,346.375,1239796800,288.75998
39.625,346.625,1239796800,288.87
39.625,346.875,1239796800,288.88
39.625,347.125,1239796800,288.78
39.625,347.375,1239796800,288.66
39.625,347.625,1239796800,288.56
39.625,347.875,1239796800,288.56
39.625,348.125,1239796800,288.59
39.625,348.375,1239796800,288.59
39.625,348.625,1239796800,288.66998
39.625,348.875,1239796800,288.75998
39.625,349.125,1239796800,288.82
39.625,349.375,1239796800,288.8
39.625,349.625,1239796800,288.77
39.625,349.875,1239796800,288.77
39.625,350.125,1239796800,288.61
39.625,350.375,1239796800,288.41
39.625,350.625,1239796800,288.38
39.625,350.875,1239796800,288.18
39.625,351.125,1239796800,
39.625,351.375,1239796800,
39.625,351.625,1239796800,
39.625,351.875,1239796800,
39.625,352.125,1239796800,
39.625,352.375,1239796800,
39.625,352.625,1239796800,
39.625,352.875,1239796800,
39.625,353.125,1239796800,
39.625,353.375,1239796800,
39.625,353.625,1239796800,
39.625,353.875,1239796800,
39.625,354.125,1239796800,
39.625,354.375,1239796800,
39.625,354.625,1239796800,
39.625,354.875,1239796800,
39.625,355.125,1239796800,
39.625,355.375,1239796800,
39.625,355.625,1239796800,
39.625,355.875,1239796800,
39.625,356.125,1239796800,
39.625,356.375,1239796800,
39.625,356.625,1239796800,
39.625,356.875,1239796800,
39.625,357.125,1239796800,
39.625,357.375,1239796800,
39.625,357.625,1239796800,
39.625,357.875,1239796800,
39.625,358.125,1239796800,
39.625,358.375,1239796800,
39.625,358.625,1239796800,
39.625,358.875,1239796800,
39.625,359.125,1239796800,
39.625,359.375,1239796800,
39.625,359.625,1239796800,289.41998
39.625,359.875,1239796800,289.35
39.875,344.875,1239796800,288.5
39.875,345.125,1239796800,288.47998
39.875,345.375,1239796800,288.5
39.875,345.625,1239796800,288.49
39.875,345.875,1239796800,288.46
39.875,346.125,1239796800,288.46
39.875,346.375,1239796800,288.50998
39.875,346.625,1239796800,288.63
39.875,346.875,1239796800,288.66998
39.875,347.125,1239796800,288.66
39.875,347.375,1239796800,288.66
39.875,347.625,1239796800,288.62
39.875,347.875,1239796800,288.59
39.875,348.125,1239796800,288.56
39.875,348.375,1239796800,288.53
39.875,348.625,1239796800,288.58
39.875,348.875,1239796800,288.61
